tweet_id,tweet_idx,screenName,rawContent,content,grp,valence,valenceSeq,valenceSeqRank,valencePred,valenceGrpPred,dominance,dominanceSeq,dominanceSeqRank,dominancePred,dominanceGrpPred,care,careSeq,careSeqRank,carePred,careGrpPred,careProb,fairness,fairnessSeq,fairnessSeqRank,fairnessPred,fairnessGrpPred,fairnessProb,authority,authoritySeq,authoritySeqRank,authorityPred,authorityGrpPred,authorityProb,loyalty,loyaltySeq,loyaltySeqRank,loyaltyPred,loyaltyGrpPred,loyaltyProb,purity,puritySeq,puritySeqRank,purityPred,purityGrpPred,purityProb
745825226798206976,10,User10,<user> thank you for standing up for us who want gun violence to end in our country . be of good courage as scripture tells us .,<user> thank you for standing up for us who want gun violence to end in our country . be of good courage as scripture tells us .,1,0.9375,tells,1.3556283219999998,0.8804916140000001,1,0.791666667,for standing up for us who want gun violence,3.649928683,0.957049191,1,3,scripture tells,2.795412415,0,1,7.655165195,1,standing up for us who want gun violence to,3.13765607,2,1,2.541558266,3,us who want gun violence to end in our,3.20533912,3,0,8.138390541,3,<user> thank you for standing up for,2.337263408,3,0,8.102752686,1,<user>,0.199225961,1,0,5.211805344
767414615689072640,11,User11,"congressman steve king shares second amendment meme on facebook , instantly goes <allcaps> viral </allcaps> <url>","congressman steve king shares second amendment meme on facebook , instantly goes <allcaps> viral </allcaps> <url>",0,0.645833333,steve king shares second amendment meme on facebook,3.3510929,0.517291904,0,0.4375,congressman steve king shares second amendment meme on facebook,3.6486142580000003,0.370987952,0,0,congressman steve king shares second amendment meme on facebook,2.901056075,2,1,4.885972023,1,congressman,1.958270149,1,0,2.136720181,2,congressman,1.10716419,2,1,5.426293372999999,2,congressman steve king shares second amendment meme on facebook,3.2484232260000003,2,0,7.730473042000001,1,congressman,1.6739977430000001,1,0,4.695898056
746042685618741248,12,User12,i hope that turkey ' s gun control laws will be there to protect the minority . <url>,i hope that turkey ' s gun control laws will be there to protect the minority . <url>,0,0.708333333,s gun control laws will be there to protect,3.326828871,0.5366362929999999,0,0.41666666700000005,gun control laws will be there to protect the,3.644941765,0.374298364,0,3,control laws will be there to protect the minority,2.72861379,3,0,1.520867109,1,control laws,0.716937687,0,0,0.885490716,2,i,0.306532665,2,0,6.019866942999999,2,control laws will be there to protect the minority,3.346378275,2,0,6.402362823,1,i,0.251967195,1,0,4.438508511
742833355264294912,13,User13,your view of 2 nd amendment shapes the view of gun violence <user> patrick oliver <user> <user> <user> <url>,your view of 2 nd amendment shapes the view of gun violence <user> patrick oliver <user> <user> <user> <url>,0,0.5,of 2 nd amendment shapes,2.773168268,0.652911961,0,0.375,of gun violence <user> patrick oliver <user> <user> <user>,3.633485055,0.384625524,0,0,of gun violence <user> patrick oliver <user> <user> <user>,3.4274795910000004,3,0,5.996442795,1,amendment,0.31826189899999996,1,0,2.1513810159999998,2,your,0.462655264,2,1,5.726093768999999,2,of gun violence <user> patrick oliver <user> <user> <user>,3.8574517010000005,2,0,6.57665205,1,your,1.6620609830000002,1,0,4.642231941
753762094923866112,14,User14,the morning buzz crew discusses gun violence in the united states . <url>,the morning buzz crew discusses gun violence in the united states . <url>,1,0.666666667,the morning buzz,2.7515227230000003,0.648747921,1,0.291666667,buzz crew discusses gun violence in the united states,3.6331874639999997,0.384893775,1,0,buzz crew discusses gun violence in the united states,3.0569442089999996,3,1,3.280996084,1,the morning buzz crew discusses,2.983135257,1,1,1.143190861,2,discusses,1.5198432169999998,2,0,3.695137978,2,buzz crew discusses gun violence in the united states,3.008551078,2,0,5.767728806,1,the,0.274672505,1,0,4.28460741
742170130105262080,15,User15,its not the gun its the finger on the trigger . <url>,its not the gun its the finger on the trigger . <url>,0,0.541666667,the gun its,2.671353205,0.40312856399999997,0,0.3125,not the gun its the finger on the trigger,3.632434883,0.266795993,0,0,not the gun its the finger on the trigger,3.18718331,3,0,5.744627952999999,1,its,1.57402295,1,0,1.230498672,2,its,1.28633994,2,0,6.8815045360000004,2,not the gun its the finger on the trigger,3.3312699360000004,2,0,7.348358631,1,its,1.017410152,1,0,4.146075249
785326774548832256,16,User16,"and only an hour after a debate where gun control was barely discussed , there ' s a shooting on campus . <repeated> wtf is this world ?","and only an hour after a debate where gun control was barely discussed , there ' s a shooting on campus . <repeated> wtf is this world ?",1,0.166666667,control was barely,2.501130996,0.222256795,1,0.208333333,after a debate where gun control was barely discussed,3.6322039260000003,0.267011732,0,2,after a debate where gun control was barely discussed,3.019569787,3,0,4.436914444,0,hour after a debate where gun control,3.057707523,1,1,1.019627333,2,and,0.667859765,2,0,6.690104961,2,is this world,3.016779292,2,0,7.947629452,1,and,0.529793364,1,0,5.0792131419999995
809417151123701761,17,User17,please support lifting the ban on gun violence research <user> via <user> <hashtag> lift the ban </hashtag>,please support lifting the ban on gun violence research <user> via <user> <hashtag> lift the ban </hashtag>,1,0.770833333,ban,0.569189222,0.704328775,1,0.708333333,the ban on gun violence research <user> via <user>,3.6319785789999997,0.7021724579999999,0,3,please,1.014008587,0,1,6.5773720739999995,2,support lifting the ban on gun violence research <user>,3.177972432,2,1,1.978850842,3,please support lifting,1.663364186,3,0,4.410604477,3,via <user>,0.8387548920000001,3,0,5.91677618,1,please,0.596861144,1,0,4.6712899210000005
763333184406687744,18,User18,the press can not find anything to talk about except trump defending the second amendment !,the press can not find anything to talk about except trump defending the second amendment !,0,0.39583333299999995,about except trump defending the second amendment,3.19582352,0.402321875,1,0.41666666700000005,press can not find anything to,3.6302382719999997,0.22842454899999998,0,0,to talk about except trump defending the second amendment,3.260760629,3,0,6.3186750410000005,1,amendment,0.237609798,0,0,0.97728467,2,trump defending the second,2.929533862,0,1,4.9972295760000005,2,the press can,2.524830581,2,0,5.664898872,1,the,0.284410073,1,0,4.536837578
743181625018638336,19,User19,<user> really ? how ' s the strictest gun control going for chicago & detroit as well as paris ?,<user> really ? how ' s the strictest gun control going for chicago & detroit as well as paris ?,0,0.333333333,s the strictest gun control going for chicago,3.19481439,0.18929982199999998,0,0.39583333299999995,s the strictest gun control going for chicago,3.6278653860000003,0.272555709,0,0,s the strictest gun control going for chicago,2.529548169,3,0,2.709586382,0,strictest,1.6416495009999998,0,0,1.389991403,2,<user> really,1.5089408880000001,2,0,5.652690887,2,the strictest gun control going for chicago,2.763723099,2,0,7.440362453,1,<user>,0.19174060199999998,1,0,4.909650326
750681348935864320,20,User20,why gun laws are still stalled right now in congress <url>,why gun laws are still stalled right now in congress <url>,0,0.520833333,gun laws are still stalled right now in congress,2.998746951,0.309883207,0,0.3125,gun laws are still stalled right now in congress,3.626719389,0.27213487,0,0,gun laws are still stalled right now in congress,3.3826718710000003,2,0,4.066322803,1,why gun laws are still stalled,2.9627600689999998,0,0,1.218776941,2,why,0.363382583,2,0,1.435961604,2,gun laws are still stalled right now in congress,3.558361805,2,0,5.737474917999999,1,why,0.44413484700000005,1,0,4.199060917
745702917060042753,21,User21,"we have a mission , a mandate , and a moral obligation to speak up and speak out until the house votes to address gun violence <hashtag> hold the floor </hashtag>","we have a mission , a mandate , and a moral obligation to speak up and speak out until the house votes to address gun violence <hashtag> hold the floor </hashtag>",1,0.875,votes,1.249241112,0.7118378879999999,1,0.833333333,out until the house votes to address gun violence,3.6164377589999996,0.8064169290000001,1,3,votes,2.195072525,0,1,7.564317226,2,out until the house votes to address gun violence,2.2728576869999997,2,1,1.892901659,3,address,1.002429663,3,0,4.1186108589999995,3,we have a mission,2.71759744,3,0,5.883145332000001,1,we,0.389482738,1,0,5.208949089
753721248811667456,22,User22,<allcaps> and </allcaps> . . <allcaps> they have strict gun laws in france </allcaps> . <allcaps> sitting ducks </allcaps> <url>,<allcaps> and </allcaps> . . <allcaps> they have strict gun laws in france </allcaps> . <allcaps> sitting ducks </allcaps> <url>,0,0.125,<allcaps> they have strict gun laws in france </allcaps>,2.56500908,0.389500886,0,0.1875,<allcaps> they have strict gun laws in france </allcaps>,3.6118433339999996,0.404133529,0,2,<allcaps> they have strict gun laws in france </allcaps>,2.894130127,2,0,5.5138649939999995,0,<allcaps> they have strict gun laws in france,3.1485245089999996,0,0,1.208536029,2,<allcaps>,0.312164681,2,0,2.782025576,2,<allcaps> sitting ducks </allcaps>,2.998885757,2,0,5.918273449,1,<allcaps>,0.311541933,1,0,4.885770321
743508784849399808,23,User23,. <user> thank you for taking action to end gun violence . keep working to change this picture . <url> via <user>,. <user> thank you for taking action to end gun violence . keep working to change this picture . <url> via <user>,1,0.958333333,taking,0.553389155,1.0394948720000001,1,0.770833333,thank you for taking action to end gun violence,3.6105805639999997,0.9190072420000001,1,3,<user> thank you for taking action to end gun,3.850158615,0,1,6.359353542000001,2,thank you for taking action to end gun violence,3.1501777810000005,2,1,2.237701654,3,thank you for taking action to end gun violence,3.325814245,3,0,7.459019184,3,<user> thank you for taking action to end,3.698615401,3,0,8.78866291,1,thank you for taking action to end gun violence,2.220816141,1,0,4.9291114810000005
802651291952549888,24,User24,<user> but but more gun laws because reasons,<user> but but more gun laws because reasons,0,0.4375,<user> but but more gun laws because,3.029563913,0.416453034,0,0.3125,<user> but but more gun laws because,3.603118362,0.281734139,0,0,but but more gun laws because,2.90215366,3,0,3.1253416539999996,0,gun laws because,2.394821021,0,0,0.8078628179999999,2,more gun,2.0519166909999997,2,1,3.370402575,2,<user> but but more gun laws because,3.3427036589999997,2,0,6.164453983,1,<user>,0.16876782199999998,1,0,3.982327938
763274252141338624,25,User25,trump should know too many unstable people shoot people to make jokes about gun violence . what is wrong with him ? <repeated>,trump should know too many unstable people shoot people to make jokes about gun violence . what is wrong with him ? <repeated>,1,0.25,wrong with him,2.864528441,-0.034532987,1,0.47916666700000005,too many unstable people shoot people to make jokes,3.597192894,0.182091951,1,2,people shoot people to make jokes about gun violence,3.56467173,2,1,7.845811844,1,should,1.537350846,1,1,1.1440099479999999,0,unstable people shoot people to make jokes about gun,3.2482866930000003,0,1,7.667697906,2,people shoot people to make jokes about gun violence,2.3827588769999997,2,0,7.470916748,1,trump,0.358827296,1,0,4.8223047260000005
752978656482488322,26,User26,<user> cause gun control is working so well here in chicago . <repeated>,<user> cause gun control is working so well here in chicago . <repeated>,0,0.4375,<user> cause gun control is working so well,3.144908371,0.44330450899999996,0,0.25,cause gun control is working so well here in,3.594568469,0.302167237,0,2,gun control is working so well here in chicago,3.234024319,2,0,4.578717232,1,cause gun,2.093395195,1,0,1.075808406,2,<user> cause gun,2.7543815489999997,2,0,5.852791309,2,well here in chicago,2.879696532,2,0,6.0868816379999995,1,<user>,0.182493458,1,0,4.53637886
742945411481112578,27,User27,gun control would not have prevented the pulse massacre in orlando <url>,gun control would not have prevented the pulse massacre in orlando <url>,0,0.35416666700000005,would not have prevented the pulse massacre in orlando,2.999646457,0.414860636,0,0.375,control would not have prevented the pulse massacre in,3.5911938510000003,0.305319488,0,2,would not have prevented the pulse massacre in orlando,3.156363297,2,0,6.251465797000001,0,prevented,1.35134073,0,0,0.705317438,2,gun,0.295357364,2,1,6.249984264,2,would not have prevented the pulse massacre in orlando,3.814667669,2,0,6.294642447999999,1,gun,0.290697117,1,0,4.4949512480000005
738074670600093697,28,User28,tomorrow is <hashtag> wear orange </hashtag> national gun safety awareness day <user> . <user> attend a local event : <url>,tomorrow is <hashtag> wear orange </hashtag> national gun safety awareness day <user> . <user> attend a local event : <url>,1,0.75,tomorrow,1.057046191,0.8459569809999999,1,0.895833333,national gun safety awareness day,3.590260503,0.997687876,1,3,tomorrow is,2.737615363,0,1,7.313706398,2,wear orange </hashtag> national gun safety awareness day <user>,2.9313529089999997,2,1,1.851215005,2,tomorrow,0.842906693,2,0,6.380290031,3,tomorrow is,2.612982421,3,0,7.886080742000001,1,tomorrow,0.7639827090000001,1,0,4.680831909
783018197549215744,29,User29,how ' s the strict gun control now ? <url>,how ' s the strict gun control now ? <url>,0,0.47916666700000005,s the strict gun control now,2.9429899230000003,0.331181407,0,0.1875,s the strict gun control now,3.589394268,0.145201743,0,2,s the strict gun control now,3.1797700630000003,3,0,5.715489388,1,strict,0.60007985,1,0,1.176634312,2,how,0.55687002,2,0,5.9311199189999995,2,s the strict gun control now,3.5536880539999998,2,0,7.63872385,1,how,0.357957167,1,0,4.043697834
791820680111075328,30,User30,<user> and that is why the government wants more gun control <url>,<user> and that is why the government wants more gun control <url>,0,0.5625,that is why the government wants more gun control,3.1180637030000002,0.465093255,0,0.41666666700000005,that is why the government wants more gun control,3.5891498160000004,0.30722883300000003,0,0,gun control,0.52888527,3,0,2.4441838259999997,1,government,0.90232565,1,0,0.891189337,2,wants more,2.100309852,2,1,3.6675336360000004,2,that is why the government wants more gun control,3.432189096,2,0,7.049896717,1,<user>,0.17801078399999998,1,0,4.355430603
796417585084383232,31,User31,<user> <user> the second amendment is trash that should have been in the garbage years ago,<user> <user> the second amendment is trash that should have been in the garbage years ago,1,0.3125,the garbage years,2.622454156,0.236699238,1,0.4375,second amendment is trash that should have,3.587694892,0.295132637,0,2,trash that should have been in the garbage years,3.630149723,2,1,5.762764931,1,trash that should have been in the garbage years,3.4965503069999997,0,0,1.43986249,2,<user> <user>,0.8773279509999999,2,0,5.932345867,2,have been in the garbage years,3.070922064,2,0,6.410911082999999,1,<user>,0.18165651,1,0,4.502594471
780584755326619648,32,User32,"chicago has the strictest gun control in the nation , and the highest murder rate . <hashtag> debate night </hashtag> <hashtag> debates 2016 </hashtag>","chicago has the strictest gun control in the nation , and the highest murder rate . <hashtag> debate night </hashtag> <hashtag> debates 2016 </hashtag>",0,0.375,and the highest murder rate,2.5308198230000003,0.467959225,1,0.39583333299999995,chicago has the strictest gun control in the nation,3.57838774,0.317281753,0,2,chicago has the strictest gun control in the nation,2.8496797789999997,2,1,6.484862327999999,1,and the highest murder rate,1.957592985,0,1,0.975434065,2,chicago,0.602255623,2,0,6.124409199,2,and,0.53301957,2,0,4.524368763,1,chicago,0.666117473,1,0,5.023779392
743603468422766592,33,User33,<user> great job sir for standing against gun violence . thats called a leadership . kudos to you . 👍 👍 👍,<user> great job sir for standing against gun violence . thats called a leadership . kudos to you . 👍 👍 👍,1,0.958333333,called,1.470860417,1.063166976,1,0.854166667,<user> great job sir for standing against gun violence,3.574820172,0.884433925,1,3,thats called,2.9535533810000003,0,1,8.589445114,2,<user> great job sir for standing against gun violence,3.079460432,2,1,1.670829415,3,<user> great job sir for standing against gun violence,3.568207855,3,0,8.522880554,3,<user> great job sir for standing,3.562750209,3,0,7.6984567639999995,1,<user>,0.197264658,1,0,5.1326351169999995
770586655547912194,34,User34,i love how there is no mention of the strict gun laws in chicago <allcaps> wtf </allcaps> ?,i love how there is no mention of the strict gun laws in chicago <allcaps> wtf </allcaps> ?,0,0.270833333,the strict gun laws in chicago <allcaps> wtf </allcaps>,3.1889186880000002,0.157270968,0,0.270833333,no mention of the strict gun laws in chicago,3.567382647,0.327561677,0,2,the strict gun laws in chicago <allcaps> wtf </allcaps>,3.3214987610000004,2,0,5.219768524,0,the strict gun laws in,2.908666387,0,0,1.278637052,2,i,0.297180116,2,0,5.664218902999999,2,wtf </allcaps>,2.537462439,2,0,7.412323475,1,i,0.260399955,1,0,4.681774616
765260941101375488,35,User35,<url> <allcaps> video for gun control ever </allcaps>,<url> <allcaps> video for gun control ever </allcaps>,0,0.833333333,gun control ever,2.711358563,0.60616082,0,0.41666666700000005,<url> <allcaps> video for gun control ever,3.563658268,0.316013455,0,0,for gun control ever,2.71865065,3,0,4.135075569,1,gun control ever,2.5633768619999997,1,0,1.4867419,2,<url>,1.7960468109999999,2,0,5.391011238,2,<url> <allcaps> video for gun control ever,3.408970726,2,0,6.622337341000001,1,<url>,0.488167346,1,0,3.6493628030000003
740969097744109568,36,User36,<allcaps> yup </allcaps> ! criminals wont stop being criminals because of gun laws . <hashtag> shooter </hashtag> <hashtag> ar15 </hashtag> <hashtag> 2 nd amendment </hashtag> <hashtag> usa </hashtag> <url>,<allcaps> yup </allcaps> ! criminals wont stop being criminals because of gun laws . <hashtag> shooter </hashtag> <hashtag> ar15 </hashtag> <hashtag> 2 nd amendment </hashtag> <hashtag> usa </hashtag> <url>,0,0.3125,criminals wont stop being criminals because of gun laws,3.236018045,0.28773486600000003,0,0.229166667,criminals wont stop being criminals because of gun laws,3.5587641810000004,0.33561223799999995,0,2,criminals wont stop being criminals because of gun laws,3.1877100119999997,2,0,4.994021416,0,criminals wont stop being criminals because of gun laws,3.2996396010000004,0,0,1.634948254,3,<allcaps>,0.278900948,2,0,1.884950519,2,usa </hashtag>,2.586121068,2,0,7.717572212,1,<allcaps>,0.317174115,1,0,5.025262356
828729256419155968,37,User37,i wonder how the left would feel if we create sanctuary states for gun laws ?,i wonder how the left would feel if we create sanctuary states for gun laws ?,0,0.4375,gun laws,0.503968376,0.311145574,0,0.3125,we create sanctuary states for gun laws,3.5559129639999996,0.322741866,0,0,left would feel if we create sanctuary,2.752836513,3,0,2.954277515,1,feel if we create sanctuary states for gun laws,2.9540872589999996,0,0,0.30611524,2,gun laws,2.294736344,2,0,4.8613004680000005,2,if we create,2.690144937,2,0,5.042564392,1,i,0.261593745,1,0,4.716212748999999
742115948426072064,38,User38,in <number> a mass shooting in australia prompted gun control laws that p much ended mass shootings . stop praying and fkin do something <hashtag> orlando </hashtag>,in <number> a mass shooting in australia prompted gun control laws that p much ended mass shootings . stop praying and fkin do something <hashtag> orlando </hashtag>,0,0.1875,gun control laws that p much ended mass shootings,2.465853877,0.400034547,1,0.39583333299999995,gun control laws that p much ended mass shootings,3.5509804989999996,0.342883021,0,3,gun control laws that p much ended mass shootings,3.817371074,2,1,7.949946403999999,2,gun control laws that p much ended mass shootings,2.370064782,0,0,1.013536096,2,in,0.49189544,2,0,4.8115963939999995,3,orlando,0.357792044,3,0,4.098166943,0,in,0.44631327600000004,1,0,4.040942192
742109170124607490,39,User39,"i am just wondering , how did that gun control work out in the paris attacks .","i am just wondering , how did that gun control work out in the paris attacks .",0,0.47916666700000005,that gun control work out in the paris attacks,2.491373974,0.35763111700000005,0,0.291666667,did that gun control work out in the paris,3.5495254430000003,0.228177071,0,0,that gun control work out in the paris attacks,3.11578465,3,0,5.187578678,0,attacks,0.6987909590000001,1,0,0.814374209,2,i,0.319192252,2,0,6.501271247999999,2,that gun control work out in the paris attacks,3.4694827439999996,2,0,7.331316948,1,i,0.256395879,1,0,4.56626606
750109148998610944,40,User40,hay tom try and talk about gun control today . <repeated>,hay tom try and talk about gun control today . <repeated>,0,0.666666667,hay,1.818697361,0.55050242,0,0.291666667,hay tom try and talk about gun control today,3.549271655,0.344479263,0,3,hay tom try and talk about gun control today,3.1379102989999996,3,0,4.617276669,1,hay,1.7287740040000001,1,0,1.59546876,2,hay tom,2.436586787,2,0,5.732253551,2,hay tom try and talk about gun control today,3.523968932,2,0,6.621152401,1,hay,1.485951344,1,0,3.850466013
739148735364489217,41,User41,<user> is one the toughest candidates on gun control <hashtag> issues that matter </hashtag> <url>,<user> is one the toughest candidates on gun control <hashtag> issues that matter </hashtag> <url>,1,0.75,toughest,1.7526636580000001,0.484455407,1,0.47916666700000005,<user> is one the toughest candidates on gun control,3.544347746,0.349078715,0,0,<user> is one the toughest candidates on gun control,2.999434317,3,1,5.700098515,1,toughest candidates,2.278432124,1,0,1.51220572,3,<user> is one the toughest candidates on gun control,3.370433085,3,1,4.31356144,2,<user> is one the toughest candidates on gun control,3.0906416560000003,2,0,6.439431667000001,1,<user>,0.186870633,1,0,4.713068485
742077389375700992,42,User42,"today is a dark day in orlando , and those using this as a platform to cry for gun control is disgusting . i am sure the terrorist who did this","today is a dark day in orlando , and those using this as a platform to cry for gun control is disgusting . i am sure the terrorist who did this",0,0.10416666699999999,i am sure the terrorist who did,3.3068876130000002,0.072377741,0,0.083333333,a platform to cry for gun control is disgusting,3.5437739410000004,0.34961471,0,2,a platform to cry for gun control is disgusting,2.567467213,2,0,5.772576808999999,0,a platform,1.764608375,1,1,0.300386518,2,today,0.537914211,2,0,6.203665732999999,2,day in orlando,2.662663355,2,0,4.878909588,0,sure the,1.6875145280000001,0,0,2.395663977
753768755633598464,43,User43,<user> <user> come on on france needs stricter gun laws and this never would have happened,<user> <user> come on on france needs stricter gun laws and this never would have happened,0,0.41666666700000005,needs stricter gun laws and this never would have,3.338192602,0.355530649,0,0.45833333299999995,needs stricter gun laws and this never would have,3.542639635,0.350674272,0,0,needs stricter gun laws and this never would have,3.043974425,3,0,4.6273183819999995,0,france needs stricter gun laws and this,2.872304273,0,0,0.836576164,2,needs,0.8445914090000001,2,0,4.734872818,2,<user> <user> come on,3.0445247760000003,2,0,6.204579353,1,<user>,0.187764259,1,0,4.7491407389999996
743171421879173120,44,User44,gun laws don ’ t deter terrorists : opposing view <url> via <user>,gun laws don ’ t deter terrorists : opposing view <url> via <user>,0,0.625,gun laws don ’ t deter terrorists,2.790923429,0.36153444700000004,0,0.35416666700000005,gun laws don ’ t deter terrorists,3.5411725019999998,0.33554703,0,2,gun laws don ’ t deter terrorists,2.941194855,3,0,2.941947699,2,gun laws don ’ t deter terrorists,2.783922303,0,0,0.89488858,2,gun,0.238828743,2,0,3.975002527,2,gun laws don ’ t deter terrorists,2.950980118,2,0,6.274765015,1,gun,0.285185136,1,0,4.356057644
