tweet_id,tweet_idx,screenName,rawContent,content,grp,valence,valenceSeq,valenceSeqRank,valencePred,valenceGrpPred,dominance,dominanceSeq,dominanceSeqRank,dominancePred,dominanceGrpPred,care,careSeq,careSeqRank,carePred,careGrpPred,careProb,fairness,fairnessSeq,fairnessSeqRank,fairnessPred,fairnessGrpPred,fairnessProb,authority,authoritySeq,authoritySeqRank,authorityPred,authorityGrpPred,authorityProb,loyalty,loyaltySeq,loyaltySeqRank,loyaltyPred,loyaltyGrpPred,loyaltyProb,purity,puritySeq,puritySeqRank,purityPred,purityGrpPred,purityProb
745827427264438272,102,User102,"and thank you , <user> , for standing up for gun control <hashtag> hold the floor </hashtag> <hashtag> enough </hashtag> <url>","and thank you , <user> , for standing up for gun control <hashtag> hold the floor </hashtag> <hashtag> enough </hashtag> <url>",1,0.770833333,floor,0.8696667379999999,0.979947507,1,0.875,for standing up for gun control,3.45768601,0.941600204,1,3,gun,0.31122751,0,1,8.347514152999999,2,for standing up for gun control,2.548714489,2,1,2.623621464,3,for standing up for gun control,3.418931307,3,0,7.821326732999999,3,hold the floor </hashtag>,1.210203534,3,0,6.727373123,1,and,0.505308809,1,0,4.71367836
748499120457809920,124,User124,austin . <user> stand with . <user> and . <user> on nat ' l day of action on gun violence . <url>,austin . <user> stand with . <user> and . <user> on nat ' l day of action on gun violence . <url>,1,0.875,l,2.025179697,0.7570263740000001,1,0.854166667,l day of action on gun violence,3.434731913,0.884766102,1,3,gun,0.24325896,0,1,5.344353676,2,of action,1.74328668,1,1,0.632780314,3,l day of action on gun violence,2.914834773,3,0,8.333881378,3,<user> stand,2.500172732,3,0,6.382844447999999,1,austin,1.7538075,1,0,5.054712296
738391435481886720,128,User128,<user> thanks for turning gloucester orange for gun violence prevention <hashtag> wear orange </hashtag> <hashtag> m a poli </hashtag> <user> <url>,<user> thanks for turning gloucester orange for gun violence prevention <hashtag> wear orange </hashtag> <hashtag> m a poli </hashtag> <user> <url>,1,0.9375,thanks for turning gloucester orange for,3.3411087010000005,0.868147969,1,0.875,thanks for turning gloucester orange for gun violence prevention,3.4309970130000003,0.857574403,1,3,gun,0.270504283,0,1,6.548176289,2,thanks for turning gloucester orange for gun violence prevention,2.633978402,2,1,1.434324503,3,orange for,1.983813147,2,0,2.952250957,3,<user> thanks for turning gloucester orange for,3.518685204,3,0,7.380427837,1,<user>,0.195019989,1,0,5.04202652
743491806956920833,134,User134,please sign . thank <user> for his filibuster to end gun violence & demand action : <url> via <user>,please sign . thank <user> for his filibuster to end gun violence & demand action : <url> via <user>,1,0.875,his filibuster,2.836533419,0.983463228,1,0.916666667,thank <user> for his filibuster to end gun violence,3.4226113430000003,0.961108089,1,3,please,1.17856635,0,1,8.521751404,2,thank <user> for his filibuster to end gun violence,3.259970252,2,1,2.9508528710000004,3,thank <user> for his filibuster to end gun violence,3.72534121,3,0,7.833101749,3,thank <user> for his,2.9166342060000003,3,0,8.186491013,1,please,0.60347416,1,0,4.754403591
743403447257423872,161,User161,thank you <user> and <user> for taking action to stop gun violence <hashtag> filibuster </hashtag>,thank you <user> and <user> for taking action to stop gun violence <hashtag> filibuster </hashtag>,1,0.9375,taking,0.552592571,1.036172509,1,0.833333333,and <user> for taking action to stop gun violence,3.3902325,0.927686572,1,3,taking,1.036569723,0,1,6.925755024,2,and <user> for taking action to stop gun violence,3.319394839,2,1,2.421041965,3,and <user> for taking action to stop gun violence,3.272695492,3,0,7.874799727999999,3,and <user> for taking action to stop gun violence,3.2894125410000004,3,0,8.06586647,1,thank,0.418627441,1,0,4.783740997
745824233008300032,164,User164,<user> thank you for sitting in for gun control . sending support from upper manhattan !,<user> thank you for sitting in for gun control . sending support from upper manhattan !,1,0.833333333,sending,1.12228755,0.976466,1,0.6875,<user> thank you for sitting in for gun control,3.388605469,0.815203905,1,3,sending,1.6336279319999998,0,1,4.247362614,2,<user> thank you for sitting in for gun control,3.736976103,2,1,2.496220112,3,<user> thank you for sitting in for gun control,3.371545977,3,1,6.95673275,3,sending support from upper manhattan,2.784048738,3,0,5.661792277999999,1,<user>,0.189188978,1,0,4.806651115
745833278146482180,222,User222,sitting in is the new standing up for an end to preventable gun violence . thank you <user> !,sitting in is the new standing up for an end to preventable gun violence . thank you <user> !,1,0.958333333,preventable,1.113491767,0.958870888,1,0.895833333,standing up for an end to preventable gun violence,3.3506806160000004,0.8868610259999999,1,3,sitting,1.979170908,0,1,6.288793564,2,standing up for an end to preventable gun violence,2.827344061,2,1,2.123822451,3,sitting,0.854235613,2,0,4.853302479,3,sitting in is the new standing up,3.310770545,3,0,6.997288227,1,sitting,1.638276342,1,0,4.535299301
743266030999351296,256,User256,"thank you , <user> <user> for standing up and demanding action on gun control . <hashtag> filibuster </hashtag>","thank you , <user> <user> for standing up and demanding action on gun control . <hashtag> filibuster </hashtag>",1,1.0,demanding,0.8864105290000001,1.023238301,1,0.916666667,for standing up and demanding action on gun control,3.326760839,0.970951974,1,3,gun,0.31436151100000004,0,1,8.485988617,2,for standing up and demanding action on gun control,3.234789521,2,1,2.866591692,3,for standing up and demanding action on gun control,3.124836076,3,0,8.248488426,3,<user> for standing up and demanding action on gun,2.599354799,3,0,6.555047512000001,1,thank,0.416093608,1,0,4.737656116
764847618816172032,260,User260,<user> i support your goal for stricter gun control laws . i have a personal story to help you get the point across !,<user> i support your goal for stricter gun control laws . i have a personal story to help you get the point across !,1,0.9375,stricter,1.094804918,0.921489656,1,0.9375,i support your goal for stricter gun control laws,3.325651053,0.861025453,1,3,point,2.306441118,0,1,8.222270966,2,i support your goal for stricter gun control laws,3.106266489,2,1,1.75464499,3,i support your goal for stricter gun control laws,3.426648247,3,1,7.395548344,3,point across,2.423426727,3,0,6.696946621,1,<user>,0.197971973,1,0,5.161186695
743142410180427776,261,User261,i support <user> and the senate in addressing gun violence because <hashtag> enough </hashtag> is <hashtag> enough </hashtag> .,i support <user> and the senate in addressing gun violence because <hashtag> enough </hashtag> is <hashtag> enough </hashtag> .,1,0.854166667,addressing,2.070793209,0.802649081,1,0.895833333,<user> and the senate in addressing gun violence because,3.325412045,0.8607787490000001,1,3,senate,1.044030944,0,1,6.932109832999999,2,<user> and the senate in addressing gun violence because,3.305890287,2,1,1.653120399,3,<user> and the senate in addressing gun violence because,3.621443484,3,0,7.05983305,3,i support <user> and the senate,2.54567271,3,0,7.474651337,1,i,0.26242749,1,0,4.7402644160000005
743319430042550273,294,User294,"<user> just got back from a dinner with two tn gun owners who agree with stricter gun backround checks , help protect america <hashtag> vote yea </hashtag>","<user> just got back from a dinner with two tn gun owners who agree with stricter gun backround checks , help protect america <hashtag> vote yea </hashtag>",1,0.833333333,with stricter gun backround checks,3.172541808,0.700832188,1,0.791666667,gun owners who agree with stricter gun backround checks,3.2988287830000003,0.617604137,1,3,gun owners who agree with stricter gun backround checks,3.23575618,0,1,3.059226751,2,gun owners who agree with stricter gun backround checks,2.83976804,2,1,0.297998607,3,gun owners who agree with stricter gun backround checks,2.854380903,3,0,8.043793678,3,help protect america,2.96440388,3,0,7.6190643310000015,1,<user>,0.203672854,1,0,5.391309261
738590930744147970,301,User301,proud to <hashtag> wear orange </hashtag> to stop gun violence . thanks for your continued leadership president obama <user> <url>,proud to <hashtag> wear orange </hashtag> to stop gun violence . thanks for your continued leadership president obama <user> <url>,1,0.979166667,proud,2.333577235,1.065486073,1,0.875,thanks for your continued leadership president obama <user>,3.295063443,0.946588278,1,3,proud,1.437004091,0,1,8.051866531,2,wear orange </hashtag> to stop gun violence,2.997510659,2,1,2.1738398080000003,3,obama,0.511727195,2,0,2.4852776530000003,3,wear orange </hashtag> to,2.860283577,3,0,7.779196262,1,proud,0.589608378,1,0,4.984515667
743262470366703617,319,User319,<user> <user> thank you for working to secure our safety and reduce gun violence . may god bless you !,<user> <user> thank you for working to secure our safety and reduce gun violence . may god bless you !,1,0.916666667,working,2.296879257,1.028780699,1,0.791666667,working to secure our safety and reduce gun violence,3.283249156,0.924616337,1,3,<user>,0.585080139,0,1,8.100585938,2,working to secure our safety and reduce gun violence,3.046172991,2,1,2.9041166310000004,3,working to secure our safety and reduce gun violence,3.224046829,3,0,7.462029457000001,3,you for working to secure our safety and reduce,3.224069241,3,0,8.557090759,2,god bless you,1.912327025,2,1,2.317305803
743130333328072704,320,User320,i support and stand with <user> and gun control . let us do this . <hashtag> enough </hashtag> . <url>,i support and stand with <user> and gun control . let us do this . <hashtag> enough </hashtag> . <url>,1,0.958333333,gun control,0.527229011,0.8133792879999999,1,0.958333333,i support and stand with <user> and gun control,3.282062158,0.923352301,1,3,gun,0.281546435,0,1,7.0360689160000005,2,i support and stand with <user> and,3.445209632,2,1,2.061119795,3,and,0.528866695,3,0,4.124704838,3,enough </hashtag>,0.7328999070000001,3,0,7.395011425,1,i,0.265232503,1,0,4.821182728
747603415891480578,324,User324,can you thank <user> for his leadership on gun violence ? send a message : <url> via <user>,can you thank <user> for his leadership on gun violence ? send a message : <url> via <user>,1,0.958333333,his,2.023381838,0.8768827920000001,1,0.729166667,you thank <user> for his leadership on gun violence,3.2807844810000004,0.8147140740000001,1,3,gun,0.275334572,0,1,6.761600494,2,for his leadership on,2.942951155,2,1,1.34134531,3,you thank <user> for his leadership on gun violence,3.413108266,3,1,6.398499489,3,you thank <user> for his leadership on gun violence,3.187976467,3,0,6.221461296,1,can,0.699489035,1,0,4.789381981
745666371317489664,351,User351,<user> <user> thank you ! the american people thank you for protecting us from gun violence !,<user> <user> thank you ! the american people thank you for protecting us from gun violence !,1,0.9375,protecting,1.435971169,1.00785768,1,0.708333333,people thank you for protecting us from gun violence,3.263262187,0.796627522,1,3,american people,2.556996308,0,1,7.457406998,2,people thank you for protecting us from gun violence,3.62039195,2,1,2.567447186,3,people thank you for protecting us from gun violence,3.067360612,3,0,7.730876922999999,3,the american people thank you,2.733146745,3,0,7.03324461,1,<user>,0.192699931,1,0,4.948374748
745664982403035136,361,User361,<user> please help pass bill on gun control and end this sit in !,<user> please help pass bill on gun control and end this sit in !,1,0.8125,<user> please help pass,3.087872485,0.683395326,1,0.770833333,bill on gun control and end this sit in,3.257780674,0.7909694909999999,1,3,<user>,0.533915885,0,1,6.919638634,2,help pass bill on gun control and end this,3.38450582,2,1,2.253150225,3,pass bill on gun control and end this sit,3.45475369,3,1,7.619370461,3,<user> please help pass bill on,3.356629981,3,0,7.407895565,1,<user>,0.183712575,1,0,4.585589886
745816485801529344,369,User369,"<user> thank you sir for leading the fight to pass gun control . you are not only a civil rights hero , but a human rights hero too .","<user> thank you sir for leading the fight to pass gun control . you are not only a civil rights hero , but a human rights hero too .",1,0.979166667,fight to pass,3.2479038260000004,0.979795396,1,0.833333333,sir for leading the fight to pass gun control,3.252443566,0.8918114309999999,1,3,rights,2.211516521,0,1,7.661466599,2,sir for leading the fight to pass gun control,2.804563337,2,1,2.042591572,3,sir for leading the fight to pass gun control,3.156234644,3,0,7.708959579,3,<user> thank you sir for leading the fight,3.586522933,3,0,7.978473663,1,<user>,0.203089337,1,0,5.367754936
754828362539945985,384,User384,"bless . <repeated> — attending interfaith service to end gun violence on sunday , <date> at lutheran church of the redeemer <url>","bless . <repeated> — attending interfaith service to end gun violence on sunday , <date> at lutheran church of the redeemer <url>",1,0.833333333,bless,2.090109863,0.821969628,1,0.75,attending interfaith service to end gun violence on sunday,3.24585759,0.6725268959999999,1,3,<repeated> — attending interfaith service to,2.854029822,0,1,3.482564449,1,<repeated> — attending interfaith service to end gun violence,3.1816465060000003,2,1,1.291915894,2,bless,1.913088506,2,0,6.109640121,3,bless,2.036062525,3,0,7.102528572000001,2,attending interfaith service to end gun violence on sunday,2.9194202860000003,2,1,5.397066116
745721727204884480,404,User404,"<user> as a pennsylvanian , i want to thank you for supporting <user> in taking action on gun violence !","<user> as a pennsylvanian , i want to thank you for supporting <user> in taking action on gun violence !",1,0.916666667,taking,0.532941283,0.954211593,1,0.75,for supporting <user> in taking action on gun violence,3.233289555,0.8714143040000001,1,3,<user> as a pennsylvanian,3.621516452,0,1,8.181785583,2,you for supporting <user> in taking action on gun,2.674892695,2,1,2.167397738,3,for supporting <user> in taking action on gun violence,3.28971102,3,0,8.019171715,3,thank you for supporting <user> in taking action on,3.714066435,3,0,7.99515152,1,<user>,0.19306601,1,0,4.963151932
743326384437637120,405,User405,thank you <user> and <user> for standing up against gun violence . <hashtag> filibuster </hashtag>,thank you <user> and <user> for standing up against gun violence . <hashtag> filibuster </hashtag>,1,0.9375,against,0.7520073909999999,1.1157259940000002,1,0.791666667,<user> and <user> for standing up against gun violence,3.231539077,0.975217581,1,3,thank,1.152650491,0,1,8.215535164,2,<user> and <user> for standing up against gun violence,3.347018962,2,1,2.874777794,3,<user> and <user> for standing up against gun violence,3.622234364,3,0,8.00942421,3,you <user> and <user> for standing up against gun,3.308318182,3,0,7.167860031,1,thank,0.413838754,1,0,4.69664526
743148677816999937,418,User418,totally in favor of funding the <user> to study gun violence . let the people know the facts <user> <user>,totally in favor of funding the <user> to study gun violence . let the people know the facts <user> <user>,1,0.833333333,totally,1.894712651,0.626533032,1,0.645833333,favor of funding the <user> to study gun violence,3.223979947,0.545239925,1,3,totally in favor of funding the <user> to,2.529698834,3,1,2.111906767,2,totally in favor of funding the <user> to study,2.921230914,1,1,0.214200735,3,totally,1.131827539,2,0,5.377855778,3,favor of funding the <user> to study gun violence,3.0209563060000004,2,0,5.869234085,1,totally,1.121284133,1,0,4.858325958
745649021910384640,423,User423,"👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 demanding action on gun control , house democrats stage sit - in <url>","👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 demanding action on gun control , house democrats stage sit - in <url>",1,0.791666667,👏,2.262967414,0.99486202,1,0.75,👏 🏼 👏 🏼 demanding action on gun control,3.218826577,0.645509303,1,3,house democrats,1.021449972,0,1,6.884528637000001,2,👏 🏼 👏 🏼 demanding action on gun control,2.697883907,2,1,1.662196994,3,👏 🏼 👏 🏼 demanding action on gun control,3.34669913,3,0,8.502699852000001,3,🏼 👏 🏼 demanding,2.808281796,3,0,4.722563267,1,👏,1.709616266,1,0,4.856034279
743190486366597125,460,User460,thank you <user> for standing up to gun violence and demanding the senate take action . you are a true leader <url>,thank you <user> for standing up to gun violence and demanding the senate take action . you are a true leader <url>,1,0.958333333,demanding,0.8764333320000001,0.997442424,1,0.791666667,to gun violence and demanding the senate take action,3.197401403,0.937748075,1,3,senate,1.101937522,0,1,7.616321564,2,to gun violence and demanding the senate take action,2.834795166,2,1,2.46153307,3,to gun violence and demanding the senate take action,3.132807381,3,0,8.32027626,3,thank you <user> for standing up,3.341525799,3,0,7.303530693,1,thank,0.434867913,1,0,5.079119682
745973490533076993,472,User472,"<user> the public want action on gun violence . allow the vote , have a debate , do something ! <repeated>","<user> the public want action on gun violence . allow the vote , have a debate , do something ! <repeated>",1,0.458333333,public,1.043654939,0.488965511,1,0.645833333,<user> the public want action on gun violence,3.190485557,0.73431778,1,3,gun,0.235779109,0,1,5.013859749,2,<user> the public want action on gun violence,2.92702051,2,1,0.91015029,3,<user> the public want action on gun violence,3.325793454,3,1,5.792719364,3,<user>,0.240658607,3,0,5.687580585,1,<user>,0.186534169,1,0,4.699486732
817500681829548032,483,User483,<user> stop monitoring and do something about gun control . here ' s your chance to make america safe !,<user> stop monitoring and do something about gun control . here ' s your chance to make america safe !,1,0.5,stop,1.0946935759999998,0.406520546,0,0.604166667,<user> stop monitoring and do something about gun control,3.185485604,0.40386194,0,3,s your chance to make america safe,2.530550611,3,1,1.325268388,2,<user> stop,1.947205413,1,0,0.7310295109999999,3,stop,0.528896704,2,0,5.666426182,3,s your chance to make america safe,3.064503769,3,0,5.217305183,1,<user>,0.192083551,1,0,4.923493862
743270820588429313,487,User487,<user> i am your constituent and i enthusiastically support the <hashtag> filibuster </hashtag> for gun control . <hashtag> hold the floor </hashtag> !,<user> i am your constituent and i enthusiastically support the <hashtag> filibuster </hashtag> for gun control . <hashtag> hold the floor </hashtag> !,1,0.958333333,i am,1.166845289,0.856235027,1,0.791666667,i am your constituent and i enthusiastically support the,3.184523844,0.923613668,1,3,am,1.3799078180000002,0,1,7.51722908,2,i am your constituent and i enthusiastically support the,3.230000496,2,1,2.850566387,3,i am your constituent and i enthusiastically support the,3.532082914,3,0,7.314976215,3,i am your constituent and i enthusiastically support the,2.8164439910000003,3,0,5.988195419,1,<user>,0.192676896,1,0,4.947444916
746363651985145856,489,User489,"<user> <allcaps> thank you </allcaps> , rep rogers , for your unrelenting efforts to prevent gun violence ! so appreciative of your leadership on this issue","<user> <allcaps> thank you </allcaps> , rep rogers , for your unrelenting efforts to prevent gun violence ! so appreciative of your leadership on this issue",1,1.0,rep rogers,2.814354173,0.961279512,1,0.791666667,for your unrelenting efforts to prevent gun violence,3.181960446,0.829843104,1,3,unrelenting efforts,2.828540202,0,1,7.850880622999999,2,for your unrelenting efforts to prevent gun violence,2.627683577,2,1,2.347186804,3,for your unrelenting efforts to prevent gun violence,2.991386189,3,0,7.979957581,3,<user> <allcaps> thank you </allcaps>,3.263551207,3,0,8.089115142999999,1,<user>,0.199664995,1,0,5.229527473
751146556158513152,514,User514,thanks to all joined the <hashtag> ask dems </hashtag> townhall on gun violence . keep reaching out to your lawmakers & make your voices heard ! <hashtag> disarm hate </hashtag>,thanks to all joined the <hashtag> ask dems </hashtag> townhall on gun violence . keep reaching out to your lawmakers & make your voices heard ! <hashtag> disarm hate </hashtag>,1,0.916666667,townhall,2.165355276,0.897230208,1,0.833333333,ask dems </hashtag> townhall on gun violence,3.1698492860000003,0.948288202,1,3,dems,0.926457111,0,1,7.304926872,2,ask dems </hashtag> townhall on gun violence,3.083456623,2,1,2.104136229,3,dems </hashtag> townhall on gun violence,3.053354479,3,0,4.400236607,3,thanks to all joined the,3.469719355,3,0,7.305551052,1,thanks,0.7385291009999999,1,0,5.214646816
743298947288965121,535,User535,<user> thank you for taking action against gun violence . <hashtag> enough </hashtag> <hashtag> filibuster </hashtag>,<user> thank you for taking action against gun violence . <hashtag> enough </hashtag> <hashtag> filibuster </hashtag>,1,0.770833333,taking,0.556199862,1.051217675,1,0.791666667,<user> thank you for taking action against gun violence,3.161918768,0.89880234,1,3,taking,1.056782507,0,1,7.166180134,2,<user> thank you for taking action against gun violence,3.05898962,2,1,2.614068985,3,<user> thank you for taking action against gun violence,3.450850271,3,0,7.588284969,3,<user> thank you for taking action against,3.043069151,3,0,7.967276572999999,1,<user>,0.18760435,1,0,4.742685795
743484422444351488,545,User545,"<user> how about you listen to the american public that you represent instead , and hold a house vote on gun control .","<user> how about you listen to the american public that you represent instead , and hold a house vote on gun control .",1,0.375,vote,0.416713371,0.507637978,1,0.604166667,and hold a house vote on gun control,3.158276323,0.7021245359999999,1,3,listen to the american public that you represent instead,3.20797228,0,1,4.387796402,2,listen to the american public that you represent instead,2.7349211380000003,2,1,1.4940836430000002,3,a house vote on gun control,3.309638069,3,0,6.174111843,3,<user> how about you listen to the american,3.216546913,3,0,6.327836514,1,<user>,0.190887954,1,0,4.87523222
743157971102932992,570,User570,thank you dem senators for holding the floor to discuss gun violence . action must be taken on this serious issue .,thank you dem senators for holding the floor to discuss gun violence . action must be taken on this serious issue .,1,0.979166667,serious issue,2.617042309,0.763927877,1,0.916666667,senators for holding the floor to discuss gun violence,3.1464974760000004,0.881875932,1,3,dem senators,2.524218801,0,1,6.05298233,2,senators for holding the floor to discuss gun violence,2.858044491,2,1,1.605906248,3,senators for holding the floor to discuss gun violence,3.0896285960000003,3,0,6.321528435,3,thank you,1.282458072,3,0,7.040446758,1,thank,0.42151825,1,0,4.836318493
742349388144508928,597,User597,"<user> i am a christian who supports <allcaps> lgbt </allcaps> rights <allcaps> and </allcaps> more gun laws ! check out <user> who speaks against guns , too . <hashtag> ftnra </hashtag>","<user> i am a christian who supports <allcaps> lgbt </allcaps> rights <allcaps> and </allcaps> more gun laws ! check out <user> who speaks against guns , too . <hashtag> ftnra </hashtag>",1,0.770833333,lgbt </allcaps> rights <allcaps> and </allcaps> more gun laws,2.075172683,0.4809298520000001,0,0.729166667,christian who supports <allcaps> lgbt </allcaps> rights <allcaps> and,3.128318992,0.759631038,0,3,christian,1.853949493,0,1,5.548998833,2,<allcaps> lgbt </allcaps> rights,2.309359867,0,0,0.86094594,3,<user>,0.26609051100000003,2,0,5.124689102,3,<user>,0.232830611,3,0,5.339213848,2,<user>,0.191302158,1,0,4.891952038
